NO_DISTRITO,CO_DISTRITO
Nova Laranjeiras,411705705
Nova Londrina,411710705
Nova Olímpia,411720605
Nova Santa Bárbara,411721405
Nova Santa Rosa,411722205
Nova Prata do Iguaçu,411725505
Nova Tebas,411727105
Poema,411727110
Novo Itacolomi,411729705
Ortigueira,411730505
Ourizona,411740405
Ouro Verde do Oeste,411745305
Paiçandu,411750305
Palmas,411760205
Palmeira,411770105
Palmital,411780005
Palotina,411790905
Paraíso do Norte,411800605
Paranacity,411810505
Paranaguá,411820405
Alexandra,411820410
Paranapoema,411830305
Paranavaí,411840205
Pato Bragado,411845105
Pato Branco,411850105
Paula Freitas,411860005
Paulo Frontin,411870905
Peabiru,411880805
Perobal,411885705
Pérola,411890705
Pérola d'Oeste,411900405
Piên,411910305
Pinhais,411915205
Pinhalão,411920205
Pinhal de São Bento,411925105
Pinhão,411930105
Piraí do Sul,411940005
Piraquara,411950905
Pitanga,411960805
Pitangueiras,411965705
Planaltina do Paraná,411970705
Planalto,411980605
Ponta Grossa,411990505
Itaiacoca,411990515
Pontal do Paraná,411995405
Porecatu,412000205
Porto Amazonas,412010105
Porto Barreiro,412015005
Porto Rico,412020005
Porto Vitória,412030905
Prado Ferreira,412033305
Pranchita,412035805
Presidente Castelo Branco,412040805
Primeiro de Maio,412050705
Prudentópolis,412060605
Jaciaba,412060610
Quarto Centenário,412065505
Quatiguá,412070505
Quatro Barras,412080405
Quatro Pontes,412085305
Quedas do Iguaçu,412090305
Querência do Norte,412100005
Quinta do Sol,412110905
Quitandinha,412120805
Ramilândia,412125705
Rancho Alegre,412130705
Rancho Alegre D'Oeste,412135605
Realeza,412140605
Rebouças,412150505
Renascença,412160405
Reserva,412170305
Reserva do Iguaçu,412175205
Ribeirão Claro,412180205
Ribeirão do Pinhal,412190105
Rio Azul,412200805
Rio Bom,412210705
Rio Bonito do Iguaçu,412215605
Rio Branco do Ivaí,412217205
Rio Branco do Sul,412220605
Rio Negro,412230505
Rolândia,412240405
Nossa Senhora da Aparecida,412240410
Roncador,412250305
Rondon,412260205
Rosário do Ivaí,412265105
Sabáudia,412270105
Salgado Filho,412280005
Salto do Itararé,412290905
Salto do Lontra,412300605
Santa Amélia,412310505
Santa Cecília do Pavão,412320405
Santa Cruz de Monte Castelo,412330305
Santa Fé,412340205
Santa Helena,412350105
Santa Inês,412360005
Santa Isabel do Ivaí,412370905
São José do Ivaí,412370915
Santa Izabel do Oeste,412380805
Santa Lúcia,412382405
Santa Maria do Oeste,412385705
Santa Mariana,412390705
Santa Mônica,412395605
Santana do Itararé,412400405
Santa Tereza do Oeste,412402005
Santa Terezinha de Itaipu,412405305
Santo Antônio da Platina,412410305
Monte Real,412410317
Santo Antônio do Caiuá,412420205
Santo Antônio do Paraíso,412430105
Santo Antônio do Sudoeste,412440005
Marcionópolis,412440015
Santo Inácio,412450905
São Carlos do Ivaí,412460805
São Jerônimo da Serra,412470705
Vila Nova de Florença,412470720
São João,412480605
São João do Caiuá,412490505
São João do Ivaí,412500105
São João do Triunfo,412510005
São Jorge d'Oeste,412520905
São Jorge do Ivaí,412530805
São Jorge do Patrocínio,412535705
São José da Boa Vista,412540705
São José das Palmeiras,412545605
São José dos Pinhais,412550605
Colônia Murici,412550615
São Manoel do Paraná,412555505
São Mateus do Sul,412560505
São Miguel do Iguaçu,412570405
São Pedro do Iguaçu,412575305
São Pedro do Ivaí,412580305
São Pedro do Paraná,412590205
São Sebastião da Amoreira,412600905
São Tomé,412610805
Sapopema,412620705
Sarandi,412625605
Saudade do Iguaçu,412627205
Sengés,412630605
Serranópolis do Iguaçu,412635505
Sertaneja,412640505
Sertanópolis,412650405
Siqueira Campos,412660305
Sulina,412665205
Tamarana,412667805
Tamboara,412670205
Tapejara,412680105
Tapira,412690005
Teixeira Soares,412700705
Telêmaco Borba,412710605
Terra Boa,412720505
Terra Rica,412730405
Terra Roxa,412740305
Tibagi,412750205
Tijucas do Sul,412760105
Toledo,412770005
Novo Sarandi,412770020
Tomazina,412780905
Três Barras do Paraná,412785805
Tunas do Paraná,412788205
Tuneiras do Oeste,412790805
Aparecida D'Oeste,412790810
Tupãssi,412795705
Turvo,412796505
Ubiratã,412800505
Umuarama,412810405
Lovat,412810415
União da Vitória,412820305
São Cristóvão,412820310
Uniflor,412830205
Uraí,412840105
Wenceslau Braz,412850005
Ventania,412853405
Vera Cruz do Oeste,412855905
Verê,412860905
Presidente Kennedy,412860910
Alto Paraíso,412862505
Doutor Ulysses,412863305
Virmond,412865805
Vitorino,412870805
Xambrê,412880705
Casa Branca,412880710
Eliza,412880715
Abdon Batista,420005105
Abelardo Luz,420010105
Agrolândia,420020005
Agronômica,420030905
Água Doce,420040805
Águas de Chapecó,420050705
Águas Frias,420055605
Águas Mornas,420060605
Alfredo Wagner,420070505
Catuíra,420070515
São Leonardo,420070520
Alto Bela Vista,420075405
Anchieta,420080405
Angelina,420090305
Barra Clara,420090310
Garcia,420090315
Anita Garibaldi,420100005
Lagoa da Estiva,420100015
Anitápolis,420110905
Antônio Carlos,420120805
Apiúna,420125705
Arabutã,420127305
Nova Estrela,420127310
Araquari,420130705
Itapocu,420130710
Araranguá,420140605
Hercílio Luz,420140610
Sanga da Toca,420140625
Armazém,420150505
Arroio Trinta,420160405
Arvoredo,420165305
Ascurra,420170305
Atalanta,420180205
Aurora,420190105
Balneário Arroio do Silva,420195005
Balneário Camboriú,420200805
Balneário Barra do Sul,420205705
Balneário Gaivota,420207305
Bandeirante,420208105
Barra Bonita,420209905
Barra Velha,420210705
Bela Vista do Toldo,420213105
Belmonte,420215605
Benedito Novo,420220605
Santa Maria,420220615
Biguaçu,420230505
Sorocaba do Sul,420230515
Blumenau,420240405
Itoupava,420240410
Grande Garcia,420240415
Bocaina do Sul,420243805
Bombinhas,420245305
Bom Jardim da Serra,420250305
Bom Jesus,420253705
Bom Jesus do Oeste,420257805
Bom Retiro,420260205
Canoas,420260210
Botuverá,420270105
Braço do Norte,420280005
Braço do Trombudo,420285905
Brunópolis,420287505
Brusque,420290905
Caçador,420300605
Taquara Verde,420300615
Caibi,420310505
Calmon,420315405
Camboriú,420320405
Monte Alegre,420320410
Capão Alto,420325305
Campo Alegre,420330305
Bateias de Baixo,420330310
Fragosos,420330315
Campo Belo do Sul,420340205
Campo Erê,420350105
Campos Novos,420360005
Bela Vista,420360010
Dal'Pai,420360015
Encruzilhada,420360017
Espinilho,420360020
Ibicuí,420360023
Leão,420360026
Guarani,420360045
Canelinha,420370905
Canoinhas,420380805
Campo da Água Verde,420380812
Felipe Schmidt,420380815
Marcílio Dias,420380820
Paula Pereira,420380825
Pinheiros,420380830
Capinzal,420390705
Alto Alegre,420390710
Capivari de Baixo,420395605
Catanduvas,420400405
Caxambu do Sul,420410305
Celso Ramos,420415205
Cerro Negro,420417805
Chapadão do Lageado,420419405
Chapecó,420420205
Alto da Serra,420420210
Figueira,420420220
Gôio-En,420420225
Marechal Bormann,420420240
Cocal do Sul,420425105
Concórdia,420430105
Engenho Velho,420430115
Planalto,420430120
Santo Antônio,420430135
Tamanduá,420430140
Cordilheira Alta,420435005
Fernando Machado,420435010
Coronel Freitas,420440005
Coronel Martins,420445905
Corupá,420450905
Correia Pinto,420455805
Criciúma,420460805
Rio Maina,420460815
Cunha Porã,420470705
Cunhataí,420475605
Curitibanos,420480605
Marombas Bossardi,420480613
Santa Cruz do Pery,420480617
Descanso,420490505
Itajubá,420490515
Dionísio Cerqueira,420500105
Idamar,420500107
Jorge Lacerda,420500109
São Pedro Tobias,420500110
Dona Emma,420510005
Doutor Pedrinho,420515905
Entre Rios,420517505
Ermo,420519105
Erval Velho,420520905
Barra Fria,420520910
Faxinal dos Guedes,420530805
Barra Grande,420530810
Flor do Sertão,420535705
Florianópolis,420540705
Barra da Lagoa,420540708
Cachoeira do Bom Jesus,420540710
Campeche,420540712
Canasvieiras,420540715
Ingleses,420540720
Lagoa da Conceição,420540725
Pântano do Sul,420540730
Ratones,420540735
Ribeirão da Ilha,420540740
Santo Antônio de Lisboa,420540745
Rio Vermelho,420540750
Formosa do Sul,420543105
Forquilhinha,420545605
Fraiburgo,420550605
Frei Rogério,420555505
Núcleo Tritícola,420555510
Galvão,420560505
Garopaba,420570405
Garuva,420580305
Gaspar,420590205
Governador Celso Ramos,420600905
Grão-Pará,420610805
Aiurê,420610810
Gravatal,420620705
Guabiruba,420630605
Guaraciaba,420640505
Ouro Verde,420640520
Guaramirim,420650405
Guarujá do Sul,420660305
Guatambú,420665205
Fazenda Zandavalli,420665210
Herval d'Oeste,420670205
Ibiam,420675105
Ibicaré,420680105
Ibirama,420690005
Dalbérgia,420690010
Içara,420700705
Ilhota,420710605
Imaruí,420720505
Rio d'Una,420720510
Imbituba,420730405
Mirim,420730410
Vila Nova,420730415
Imbuia,420740305
Indaial,420750205
Iomerê,420757705
Ipira,420760105
Iporã do Oeste,420765005
Ipuaçu,420768405
Ipumirim,420770005
Iraceminha,420775905
São José do Laranjal,420775920
Irani,420780905
Irati,420785805
Irineópolis,420790805
Poço Preto,420790810
Itá,420800505
Itaiópolis,420810405
Iraputã,420810410
Itaió,420810415
Moema,420810418
Itajaí,420820305
Itapema,420830205
Itapiranga,420840105
Itapoá,420845005
Ituporanga,420850005
Jaborá,420860905
Jacinto Machado,420870805
Jaguaruna,420880705
Jaraguá do Sul,420890605
Jardinópolis,420895505
Joaçaba,420900305
Nova Petrópolis,420900315
Joinville,420910205
Pirabeiraba,420910210
José Boiteux,420915105
Jupiá,420917705
Lacerdópolis,420920105
Lages,420930005
Índios,420930025
Santa Teresinha do Salto,420930045
Laguna,420940905
Ribeirão Pequeno,420940915
Lajeado Grande,420945805
Laurentino,420950805
Lauro Müller,420960705
Barro Branco,420960710
Guatá,420960715
Lebon Régis,420970605
Leoberto Leal,420980505
Lindóia do Sul,420985405
Lontras,420990405
Luiz Alves,421000105
Luzerna,421003505
Macieira,421005005
Mafra,421010005
Bela Vista do Sul,421010010
Rio Preto do Sul,421010015
Major Gercino,421020905
Boiteuxburgo,421020910
Pinheiral,421020915
Major Vieira,421030805
Maracajá,421040705
Maravilha,421050605
Marema,421055505
Massaranduba,421060505
Matos Costa,421070405
Meleiro,421080305
Sapiranga,421080315
Mirim Doce,421085205
Modelo,421090205
Mondaí,421100905
Monte Carlo,421105805
Monte Castelo,421110805
Morro da Fumaça,421120705
Estação Cocal,421120710
Morro Grande,421125605
Navegantes,421130605
Nova Erechim,421140505
Nova Itaberaba,421145405
Nova Trento,421150405
Aguti,421150410
Claraíba,421150415
Nova Veneza,421160305
Nossa Senhora do Caravagio,421160307
São Bento Baixo,421160310
Novo Horizonte,421165205
Orleans,421170205
Pindotiba,421170210
Barracão,421170220
Brusque do Sul,421170225
Otacílio Costa,421175105
Ouro,421180105
Santa Lúcia,421180115
Ouro Verde,421185005
Paial,421187605
Painel,421189205
Palhoça,421190005
Enseada de Brito,421190010
Palma Sola,421200705
Palmeira,421205605
Palmitos,421210605
Diamantina,421210610
Oldemburg,421210620
Santa Lúcia,421210625
Papanduva,421220505
Nova Cultura,421220510
Paraíso,421223905
Grápia,421223910
Passo de Torres,421225405
Passos Maia,421227005
Paulo Lopes,421230405
Pedras Grandes,421240305
Azambuja,421240310
Penha,421250205
Peritiba,421260105
Pescaria Brava,421265005
Petrolândia,421270005
Rio Antinha,421270010
Balneário Piçarras,421280905
Pinhalzinho,421290805
Machado,421290815
Pinheiro Preto,421300505
Piratuba,421310405
Planalto Alegre,421315305
Pomerode,421320305
Ponte Alta,421330205
Ponte Alta do Norte,421335105
Ponte Serrada,421340105
Porto Belo,421350005
Porto União,421360905
Santa Cruz do Timbó,421360910
São Miguel da Serra,421360920
Pouso Redondo,421370805
Aterrado Torto,421370810
Praia Grande,421380705
Cachoeira de Fátima,421380710
Presidente Castello Branco,421390605
Presidente Getúlio,421400305
Mirador,421400310
Presidente Nereu,421410205
Princesa,421415105
Quilombo,421420105
Rancho Queimado,421430005
Taquaras,421430010
Rio das Antas,421440905
Ipoméia,421440910
Rio do Campo,421450805
Rio do Oeste,421460705
Rio dos Cedros,421470605
Cedro Alto,421470610
Rio do Sul,421480505
Rio Fortuna,421490405
Rio Negrinho,421500005
Vila de Volta Grande,421500030
Rio Rufino,421505905
Riqueza,421507505
Rodeio,421510905
Romelândia,421520805
Salete,421530705
Saltinho,421535605
Salto Veloso,421540605
Sangão,421545505
Morro Grande,421545515
Santa Cecília,421550505
Santa Helena,421555405
Santa Rosa de Lima,421560405
Santa Rosa do Sul,421565305
Santa Terezinha,421567905
Rio da Anta,421567925
Santa Terezinha do Progresso,421568705
Santiago do Sul,421569505
Santo Amaro da Imperatriz,421570305
São Bernardino,421575205
São Bento do Sul,421580205
São Bonifácio,421590105
São Carlos,421600805
São Cristóvão do Sul,421605705
São Domingos,421610705
Maratá,421610715
Vila Milani,421610730
São Francisco do Sul,421620605
Saí,421620610
São João do Oeste,421625505
São João Batista,421630505
Tijipió,421630510
São João do Itaperiú,421635405
São João do Sul,421640405
Vila Conceição,421640415
Vila Santa Catarina,421640420
São Joaquim,421650305
Pericó,421650310
Santa Izabel,421650313
São Sebastião do Arvoredo,421650315
São José,421660205
Barreiros,421660210
Centro Histórico de São José,421660213
São José do Cedro,421670105
Mariflor,421670110
Padre Reus,421670112
São José do Cerrito,421680005
São Lourenço do Oeste,421690905
Presidente Juscelino,421690920
São Roque,421690929
São Ludgero,421700605
São Martinho,421710505
Vargem do Cedro,421710510
São Miguel da Boa Vista,421715405
São Miguel do Oeste,421720405
São Pedro de Alcântara,421725305
Saudades,421730305
Schroeder,421740205
Seara,421750105
Caraíba,421750115
Nova Teutônia,421750120
Serra Alta,421755005
Siderópolis,421760005
Sombrio,421770905
Boa Esperança,421770909
Nova Guarita,421770915
Sul Brasil,421775805
Taió,421780805
Passo Manso,421780815
Tangará,421790705
Irakitan,421790715
Tigrinhos,421795605
Tijucas,421800405
Timbé do Sul,421810305
Timbó,421820205
Timbó Grande,421825105
Três Barras,421830105
São Cristóvão,421830110
Treviso,421835005
Treze de Maio,421840005
São Gabriel,421840010
Treze Tílias,421850905
Trombudo Central,421860805
Tubarão,421870705
Tunápolis,421875605
Turvo,421880605
Morro Chato,421880620
União do Oeste,421885505
Urubici,421890505
Águas Brancas,421890510
Santa Teresinha,421890520
Urupema,421895405
Urussanga,421900205
Vargeão,421910105
Vargem,421915005
Vargem Bonita,421917605
Vidal Ramos,421920005
Videira,421930905
Anta Gorda,421930910
Lourdes,421930925
Vitor Meireles,421935805
Barra da Prata,421935810
Witmarsum,421940805
Xanxerê,421950705
Cambuinzal,421950715
Xavantina,421960605
Linha das Palmeiras,421960610
Xaxim,421970505
Diadema,421970516
Zortéa,421985305
Balneário Rincão,422000005
Aceguá,430003405
Água Santa,430005905
Agudo,430010905
Ajuricaba,430020805
Alecrim,430030705
Alegrete,430040605
Passo Novo,430040610
Alegria,430045505
Almirante Tamandaré do Sul,430047105
Linha Vitória,430047115
Rincão do Segredo,430047130
Alpestre,430050505
Farinhas,430050510
Sertãozinho,430050515
Volta Grande,430050520
Alto Alegre,430055405
Treze de Maio,430055430
Alto Feliz,430057005
Alvorada,430060405
Amaral Ferrador,430063805
Ametista do Sul,430064605
São Valentin da Gruta,430064625
André da Rocha,430066105
Anta Gorda,430070305
Antônio Prado,430080205
Arambaré,430085105
Araricá,430087705
Aratiba,430090105
Dourado,430090115
Pio X,430090118
Três Barras,430090125
Arroio do Meio,430100805
Forqueta,430100816
Vale do Arroio Grande,430100830
Arroio do Sal,430105705
Arroio do Padre,430107305
Arroio dos Ratos,430110705
Arroio do Tigre,430120605
Coloninha,430120610
Linha Ocidental,430120618
Vila Progresso,430120625
Sítio Alto,430120635
Taboãozinho,430120640
Taquaral,430120645
Arroio Grande,430130505
Santa Izabel do Sul,430130520
Arvorezinha,430140405
Augusto Pestana,430150305
Rosário,430150310
Áurea,430155205
Bagé,430160205
Joca Tavares,430160217
José Otávio,430160220
Palmas,430160221
Piraí,430160222
Balneário Pinhal,430163605
Magistério,430163610
Túnel Verde,430163615
Barão,430165105
Arroio Canoas,430165110
Francesa Alta,430165125
General Neto,430165130
Barão de Cotegipe,430170105
Barão do Triunfo,430175005
Barracão,430180005
Espigão Alto,430180010
Barra do Guarita,430185905
Barra do Quaraí,430187505
Guterrez,430187518
Barra do Ribeiro,430190905
Douradilho,430190910
Barra do Rio Azul,430192505
Barra Funda,430195805
Barros Cassal,430200605
Benjamin Constant do Sul,430205505
Bento Gonçalves,430210505
Faria Lemos,430210510
Tuiuty,430210530
Vale dos Vinhedos,430210540
Boa Vista das Missões,430215405
Boa Vista do Buricá,430220405
Boa Vista do Cadeado,430222005
Ponte Queimada,430222040
Boa Vista do Incra,430223805
Boa Vista do Sul,430225305
Bom Jesus,430230305
Itaimbezinho,430230315
Bom Princípio,430235205
Bom Progresso,430237805
Bom Retiro do Sul,430240205
Boqueirão do Leão,430245105
Bossoroca,430250105
Esquina Piratini,430250107
Ivaí,430250110
Timbaúva,430250115
Bozano,430258405
Braga,430260005
Pedro Gárcia,430260010
Brochier,430265905
Butiá,430270905
Caçapava do Sul,430280805
Carajá Seival,430280815
Forninho,430280825
Santa Bárbara,430280830
Cacequi,430290705
Saicã,430290710
Umbu,430290715
Cachoeira do Sul,430300405
Barro Vermelho,430300410
Bosque,430300412
Capané,430300415
Cordilheira,430300425
Ferreira,430300430
Três Vendas,430300445
Cachoeirinha,430310305
Cacique Doble,430320205
São Luís Rei,430320210
Caibaté,430330105
Caiçara,430340005
Ipuaçu,430340010
Camaquã,430350905
Bandeirinha,430350912
Banhado do Colégio,430350915
Bonito,430350920
Capela Santo Antônio,430350922
Capela Velha,430350925
Pacheca,430350935
Sant'Auta,430350940
Camargo,430355805
Cambará do Sul,430360805
Bom Retiro,430360810
Osvaldo Kroeff,430360815
Campestre da Serra,430367305
Campina das Missões,430370705
Campinas do Sul,430380605
Campo Bom,430390505
Campo Novo,430400205
Vila Turvo,430400215
Campos Borges,430410105
Candelária,430420005
Botucaraí,430420010
Cândido Godói,430430905
Candiota,430435805
Jaguarão Grande,430435820
Canela,430440805
Canguçu,430450705
Quarto Distrito,430450710
Quinto Distrito,430450715
Segundo Distrito,430450720
Terceiro Distrito,430450725
Canoas,430460605
Canudos do Vale,430461405
Capão Bonito do Sul,430462205
Capão da Canoa,430463005
Arroio Teixeira,430463006
Capão Novo,430463007
Capão do Cipó,430465505
Capão do Leão,430466305
Hidráulica,430466310
Passo das Pedras,430466315
Capivari do Sul,430467105
Santa Rosa,430467115
Capela de Santana,430468905
Capitão,430469705
Carazinho,430470505
Pinheiro Marcado,430470525
São Bento,430470533
Caraá,430471305
Carlos Barbosa,430480405
Arco Verde,430480410
Carlos Gomes,430485305
Casca,430490305
Evangelista,430490310
Caseiros,430495205
Catuípe,430500905
Caxias do Sul,430510805
Criúva,430510815
Fazenda Souza,430510820
Oliva,430510835
Santa Lúcia do Piaí,430510840
Seca,430510845
Vila Cristina,430510850
Centenário,430511605
Cerrito,430512405
Alto Alegre,430512410
Vila Freire,430512415
Cerro Branco,430513205
Cerro Grande,430515705
Cerro Grande do Sul,430517305
Cerro Largo,430520705
São Francisco,430520714
Chapada,430530605
Boi Preto,430530610
Santana,430530615
São Miguel,430530620
Tesouras,430530625
Charqueadas,430535505
Charrua,430537105
Chiapetta,430540505
Chuí,430543905
Chuvisca,430544705
Cidreira,430545405
Ciríaco,430550405
São João Bosco,430550415
Colinas,430558705
Colorado,430560305
Vista Alegre,430560310
Condor,430570205
Constantina,430580105
Coqueiro Baixo,430583505
Arroio da Laje,430583510
Coqueiros do Sul,430585005
Xadrez,430585025
Coronel Barros,430587105
Coronel Bicaco,430590005
Campo Santo,430590015
Coronel Pilar,430593405
Cotiporã,430595905
Coxilha,430597505
Crissiumal,430600705
Esquina Gaúcha,430600710
Lajeado Grande,430600715
Planalto,430600720
Vista Nova,430600730
Cristal,430605605
Passo do Mendonça,430605625
Cristal do Sul,430607205
Cruz Alta,430610605
Colônia São João,430610613
Cruzaltense,430613005
Cruzeiro do Sul,430620505
David Canabarro,430630405
Derrubadas,430632005
Dezesseis de Novembro,430635305
Dilermando de Aguiar,430637905
Dois Irmãos,430640305
Dois Irmãos das Missões,430642905
Dois Lajeados,430645205
Dom Feliciano,430650205
Dom Pedro de Alcântara,430655105
Dom Pedrito,430660105
Dona Francisca,430670005
Doutor Maurício Cardoso,430673405
Doutor Ricardo,430675905
Eldorado do Sul,430676705
Parque Eldorado,430676715
Encantado,430680905
Encruzilhada do Sul,430690805
Engenho Velho,430692405
Entre-Ijuís,430693205
Entre Rios do Sul,430695705
Erebango,430697305
Erechim,430700505
Capo-Erê,430700510
Jaguaretê,430700515
Ernestina,430705405
Herval,430710405
Basílio,430710410
Erval Grande,430720305
Erval Seco,430730205
Arco Íris,430730210
Coronel Finzito,430730215
São Bom Jesus,430730225
Vista Gaúcha,430730240
Esmeralda,430740105
Esperança do Sul,430745005
Ismael,430745020
Espumoso,430750005
Avelino Paranhos,430750015
Campina Redonda,430750020
Depósito,430750030
Volta Alegre,430750050
Estação,430755905
Estância Velha,430760905
Esteio,430770805
Estrela,430780705
Costão,430780723
Novo Paraíso,430780726
Delfina,430780727
Estrela Velha,430781505
Rincão da Estrela,430781515
São Luiz,430781520
Eugênio de Castro,430783105
Fagundes Varela,430786405
Farroupilha,430790605
Jansen,430790610
Faxinal do Soturno,430800305
Faxinalzinho,430805205
Fazenda Vilanova,430807805
Feliz,430810205
Flores da Cunha,430820105
Mato Perso,430820108
Otávio Rocha,430820115
Floriano Peixoto,430825005
Fontoura Xavier,430830005
Gramado São Pedro,430830010
Linha Silveira,430830020
Três Pinheiros,430830035
Formigueiro,430840905
Forquetinha,430843305
Fortaleza dos Valos,430845805
Frederico Westphalen,430850805
Castelinho,430850810
Osvaldo Cruz,430850815
Garibaldi,430860705
Marcorama,430860725
São José de Costa Real,430860728
Garruchos,430865605
Gaurama,430870605
Baliza,430870615
General Câmara,430880505
Boca da Picada,430880508
Boqueirão,430880510
Santo Amaro do Sul,430880525
Gentil,430885405
Campo do Meio,430885410
Getúlio Vargas,430890405
Rio Toldo,430890425
Souza Ramos,430890430
Giruá,430900105
Mato Grande,430900120
São Paulo das Tunas,430900126
Glorinha,430905005
Gramado,430910005
Gramado dos Loureiros,430912605
Gramado Xavier,430915905
Gravataí,430920905
Ipiranga,430920930
Itacolomi,430920933
Morungava,430920935
Guabiju,430925805
Guaíba,430930805
Guaporé,430940705
Guarani das Missões,430950605
Harmonia,430955505
Herveiras,430957105
Horizontina,430960505
Cascata,430960510
Hulha Negra,430965405
Humaitá,430970405
Ibarama,430975305
Ibiaçá,430980305
Rio Telha,430980310
Vitória,430980315
Ibiraiaras,430990205
São Luiz,430990209
São Sebastião,430990210
Ibirapuitã,430995105
Ibirubá,431000905
Alfredo Brenner,431000910
Igrejinha,431010805
Ijuí,431020705
Mauá,431020730
Linha 6 Norte,431020750
Esquina Heidmann,431020755
Ilópolis,431030605
Imbé,431033005
Imigrante,431036305
Independência,431040505
Esquina Araújo,431040515
Inhacorá,431041305
Ipê,431043905
Vila São Paulo,431043920
Vila Segredo,431043925
Ipiranga do Sul,431046205
Iraí,431050405
Itaara,431053805
Itacurubi,431055305
Itapuca,431057905
Itaqui,431060305
Ibicuí,431060312
Itaó,431060330
Tupuraí,431060345
Itati,431065205
Itatiba do Sul,431070205
Povoado Tozzo,431070210
Saltinho,431070215
Sete Lagoas,431070220
Ivorá,431075105
Ivoti,431080105
Jaboticaba,431085005
Trentin,431085020
Jacuizinho,431087605
Jacutinga,431090005
Barão Hirsch,431090012
Jaguarão,431100705
Jaguari,431110605
Ijucapirama,431110610
Santo Izidro,431110617
Jaquirana,431112205
Jari,431113005
Jóia,431115505
Júlio de Castilhos,431120505
Lagoa Bonita do Sul,431123905
Lagoão,431125405
Lagoa dos Três Cantos,431127005
Linha Glória,431127020
Lagoa Vermelha,431130405
Clemente Argolo,431130425
Santa Luzia,431130430
Tupinambá,431130435
Lajeado,431140305
Lajeado do Bugre,431142905
Lavras do Sul,431150205
Ibaré,431150210
Liberato Salzano,431160105
Pinhalzinho,431160110
Lindolfo Collor,431162705
Linha Nova,431164305
Machadinho,431170005
Bela Vista,431170010
Maçambará,431171805
Bororé,431171810
Passo do Goulart,431171820
Mampituba,431173405
Manoel Viana,431175905
Maquiné,431177505
Barra do Ouro,431177510
Morro Alto,431177515
Maratá,431179105
Esperança,431179115
São Pedro do Maratá,431179125
Marau,431180905
Laranjeira,431180909
Veado Pardo,431180917
Marcelino Ramos,431190805
Coronel Teixeira,431190810
Mariana Pimentel,431198105
Mariano Moro,431200505
Marques de Souza,431205405
Mata,431210405
Clara,431210410
Mato Castelhano,431213805
Mato Leitão,431215305
Santo Antônio,431215345
Mato Queimado,431217905
Maximiliano de Almeida,431220305
Minas do Leão,431225205
Miraguaí,431230205
Tronqueiras,431230215
Montauri,431235105
Monte Alegre dos Campos,431237705
Monte Belo do Sul,431238505
Montenegro,431240105
Costa da Serra,431240113
Mormaço,431242705
Morrinhos do Sul,431244305
Morro Redondo,431245005
Morro Reuter,431247605
Mostardas,431250005
Doutor Edgardo Pereira Velho,431250010
Rincão do Cristóvão Pereira,431250013
São Simão,431250015
Muçum,431260905
Muitos Capões,431261705
Muliterno,431262505
Não-Me-Toque,431265805
São José do Centro,431265815
Nicolau Vergueiro,431267405
Nonoai,431270805
Nova Alvorada,431275705
Nova Araçá,431280705
Nova Bassano,431290605
Nova Boa Vista,431295505
Nova Bréscia,431300305
Nova Candelária,431301105
Nova Esperança do Sul,431303705
Nova Hartz,431306005
Nova Pádua,431308605
Nova Palma,431310205
Canhemborá,431310210
Vila Cruz,431310215
Nova Petrópolis,431320105
Pinhal Alto,431320115
Vale do Rio Caí,431320120
Nova Prata,431330005
Nova Ramada,431333405
Nova Roma do Sul,431335905
Nova Santa Rita,431337505
Novo Cabrais,431339105
Novo Hamburgo,431340905
Novo Machado,431342505
Pratos,431342515
Novo Tiradentes,431344105
Novo Xingu,431346605
Novo Barreiro,431349005
Osório,431350805
Aguapés,431350811
Atlântida-Sul,431350827
Borussia,431350828
Passinhos,431350835
Santa Luzia,431350845
Paim Filho,431360705
Palmares do Sul,431365605
Butiatuva,431365616
Granja Getúlio Vargas,431365620
Quintão,431365630
Palmeira das Missões,431370605
Quebrado,431370617
Santa Teresinha,431370645
São Bento,431370652
Palmitinho,431380505
Panambi,431390405
Pantano Grande,431395305
Monte Castelo,431395320
Várzea,431395330
Paraí,431400105
Paraíso do Sul,431402705
Pareci Novo,431403505
Parobé,431405005
Santa Cristina,431405015
Passa Sete,431406805
Campo de Sobradinho,431406810
Passo do Sobrado,431407605
Passo Fundo,431410005
Bela Vista,431410010
Bom Recreio,431410017
Pulador,431410035
São Roque,431410040
Paulo Bento,431413405
Paverama,431415905
Fazenda São José,431415915
Pedras Altas,431417505
Pedro Osório,431420905
Pejuçara,431430805
Pelotas,431440705
Cascata,431440720
Cerrito Alegre,431440725
Z/3,431440727
Monte Bonito,431440735
Rincão da Cruz,431440742
Quilombo,431440745
Santa Silvana,431440750
Triunfo,431440760
Picada Café,431442305
Pinhal,431445605
Pinhal da Serra,431446405
Pinhal Grande,431447205
Rincão do Appel,431447220
Pinheirinho do Vale,431449805
Pinheiro Machado,431450605
Torrinhas,431450620
Pinto Bandeira,431454805
Pirapó,431455505
Piratini,431460505
Segundo Distrito,431460510
Terceiro Distrito,431460515
Quinto Distrito,431460525
Planalto,431470405
Poço das Antas,431475305
Pontão,431477905
Sagrisa,431477910
Ponte Preta,431478705
Souto Neto,431478730
Portão,431480305
Porto Alegre,431490205
Porto Lucena,431500805
Porto Mauá,431505705
Porto Vera Cruz,431507305
Porto Xavier,431510705
